Date (MM/DD/YYYY),Time (HH:mm:ss),Chlorophyll RFU,SpCond µS/cm,ODO mg/L,TAL PC RFU,Turbidity FNU,pH,Temp °C
9/26/2021,13:12:12,1.89,21045.7,8.45,0.91,115.92,8.79,19.873
9/26/2021,13:27:12,1.91,21161.6,8.47,0.92,127.53,8.76,19.792
9/26/2021,13:42:14,1.87,21187.4,8.47,0.88,126.5,8.75,19.861
8/29/2021,9:12:14,1.26,19598.6,7.82,0.4,13.36,8.36,20.76
8/29/2021,9:27:12,1.25,19623.4,7.75,0.41,13.37,8.34,20.902
8/29/2021,9:42:12,1.48,19669.4,7.75,0.45,14.49,8.34,21.171
8/29/2021,9:57:12,1.3,19689,7.68,0.41,15.37,8.35,21.435
8/29/2021,10:12:12,1.2,19702.5,7.62,0.38,14.48,8.34,21.589
8/29/2021,10:27:12,1.24,19737.1,7.6,0.4,14.75,8.33,21.78
8/29/2021,10:42:12,1.24,19778.8,7.58,0.39,15.75,8.32,21.884
8/29/2021,10:57:12,1.4,19812.6,7.63,0.44,15.62,8.31,21.948
9/26/2021,13:57:12,1.9,21207.2,8.46,0.9,140.9,8.76,19.981
8/29/2021,11:12:12,1.48,19833.9,7.69,0.46,14.68,8.32,22.006
8/29/2021,11:27:12,1.42,19879.6,7.7,0.44,13.64,8.3,22.079
8/29/2021,11:42:12,1.28,19953.9,7.61,0.39,13.38,8.26,22.066
9/26/2021,14:12:12,1.95,21139.9,8.45,0.98,153.81,8.75,20.156
9/26/2021,14:27:12,1.94,21057.3,8.44,1.04,160.79,8.76,20.173
9/26/2021,14:42:12,1.98,20806.9,8.45,1.07,185.92,8.76,20.043
9/26/2021,14:57:12,1.85,20782.2,8.45,1.03,169.75,8.77,19.982
9/26/2021,15:12:12,1.83,20725.5,8.46,1.05,195.11,8.75,19.815
9/26/2021,15:27:12,1.84,20707.1,8.47,1.04,155.54,8.77,19.73
9/26/2021,15:42:12,1.76,20812.6,8.49,1,157.74,8.75,19.67
8/29/2021,11:57:12,1.37,19945.1,7.65,0.41,13.51,8.27,22.326
8/29/2021,12:12:12,1.58,19888.9,7.75,0.45,15.46,8.27,22.818
8/29/2021,12:27:12,1.57,19900.7,7.64,0.44,15.94,8.3,23.11
8/29/2021,12:42:12,1.56,19875.5,7.58,0.44,17.35,8.29,23.351
8/29/2021,12:57:12,1.79,19735,7.78,0.45,18.63,8.32,24.086
8/29/2021,13:12:12,1.79,19793.3,7.73,0.46,19.68,8.31,23.775
8/29/2021,13:27:12,1.69,19564.7,7.81,0.47,29.35,8.42,25.548
8/29/2021,13:42:12,2.08,19444.1,7.9,0.53,39.01,8.46,25.928
8/29/2021,13:57:12,2.17,19426.1,7.9,0.57,39.2,8.48,25.991
8/29/2021,14:12:12,2.12,19405.1,7.93,0.58,36.27,8.49,25.94
8/29/2021,14:27:12,2.06,19404.5,7.97,0.54,40.91,8.51,25.845
8/29/2021,14:42:12,2.06,19407.3,7.99,0.55,38.36,8.48,25.724
8/29/2021,14:57:12,2.07,19429.8,8.01,0.53,35.69,8.47,25.847
8/29/2021,15:12:12,1.95,19446.1,8.08,0.52,34.39,8.5,25.463
8/29/2021,15:27:12,1.98,19445.6,8.16,0.52,31.83,8.5,25.206
8/29/2021,15:42:12,2.08,19442.5,8.17,0.55,32.57,8.47,25.17
8/29/2021,15:57:14,2.18,19444.6,8.22,0.56,37.84,8.47,24.941
8/29/2021,16:12:14,2.11,19452.3,8.24,0.51,35.19,8.47,24.738
8/29/2021,16:27:12,1.99,19443.7,8.21,0.53,41.44,8.45,24.967
8/29/2021,16:42:12,2.03,19461.4,8.32,0.53,30.02,8.48,23.467
8/29/2021,16:57:12,2.13,19436.5,8.16,0.58,33.53,8.47,25.163
8/29/2021,17:12:12,2.15,19416.2,8.38,0.54,27.65,8.44,23.811
8/29/2021,17:27:12,2.24,19341.7,8.44,0.53,28.51,8.44,23.546
9/26/2021,15:57:12,1.83,20784,8.5,0.99,156.79,8.75,19.589
9/26/2021,16:12:12,1.8,20723.3,8.52,0.99,153.9,8.74,19.519
9/26/2021,16:27:12,1.74,20694.7,8.5,0.91,126.8,8.73,19.528
9/26/2021,16:42:12,1.83,20728.7,8.5,0.93,146.8,8.74,19.489
8/29/2021,17:42:12,2.21,19298.5,8.43,0.52,29.18,8.43,23.544
8/29/2021,17:57:12,2.18,19278,8.34,0.53,24.29,8.47,23.795
8/29/2021,18:12:12,2.35,19226.9,8.32,0.54,30.79,8.44,23.816
8/29/2021,18:27:12,2.42,19368.5,8.14,0.61,30.92,8.41,24.39
8/29/2021,18:42:12,2.26,19358.5,8.21,0.55,31.12,8.41,23.866
8/29/2021,18:57:12,2.36,19357.7,8.17,0.58,32.76,8.41,23.749
8/29/2021,19:12:12,2.3,19346.5,8.07,0.61,40.02,8.4,23.875
8/29/2021,19:27:12,2.31,19367.8,8.01,0.61,36.34,8.39,23.814
8/29/2021,19:42:12,2.16,19372.9,7.89,0.52,27.66,8.38,23.849
8/29/2021,19:57:12,2.07,19235,7.99,0.51,23.82,8.39,23.638
8/29/2021,20:12:12,2.12,19293.6,7.81,0.5,27.51,8.34,23.437
8/29/2021,20:27:12,2.11,19273.8,7.8,0.5,22.4,8.33,23.268
8/29/2021,20:42:12,2.03,19374.8,7.72,0.49,22.14,8.31,23.117
8/29/2021,20:57:12,1.94,19333,7.56,0.47,23.7,8.27,23.022
9/26/2021,16:57:14,1.84,20581.7,8.48,0.92,135.39,8.73,19.455
9/26/2021,17:12:12,1.98,20432.7,8.46,0.92,134.52,8.72,19.399
9/26/2021,17:27:12,1.79,20433.3,8.38,0.8,95.16,8.71,19.468
9/26/2021,17:42:12,1.77,20431.2,8.44,0.75,89.49,8.72,19.366
9/26/2021,17:57:12,1.61,20516.7,8.44,0.65,77.65,8.73,19.332
9/26/2021,18:12:12,1.61,20555.8,8.36,0.63,61.03,8.71,19.277
9/26/2021,18:27:12,1.6,20605.3,8.32,0.6,56.59,8.7,19.26
9/26/2021,18:42:12,1.59,20625.9,8.27,0.61,61.41,8.69,19.231
9/26/2021,18:57:12,1.55,20628.3,8.16,0.62,62.53,8.66,19.214
9/26/2021,19:12:12,1.57,20653.1,8.06,0.63,74.29,8.65,19.203
9/26/2021,19:27:12,1.46,20740.5,7.93,0.59,64.98,8.63,19.202
9/26/2021,19:42:12,1.47,20724,7.76,0.57,68.72,8.57,19.199
9/26/2021,19:57:12,1.47,20758.5,7.57,0.59,61.01,8.52,19.196
9/26/2021,20:12:12,1.45,20856.2,7.4,0.55,58.9,8.46,19.132
9/26/2021,20:27:12,1.43,20921.3,7.28,0.5,49.65,8.39,18.991
9/26/2021,20:42:12,1.44,20949.6,7.19,0.47,41.83,8.34,18.858
9/26/2021,20:57:12,1.47,20944.6,7.13,0.46,37.45,8.3,18.734
8/29/2021,21:12:12,1.82,19480.7,7.38,0.47,21.4,8.23,22.915
8/29/2021,21:27:12,1.79,19426.8,7.16,0.49,28.25,8.18,22.862
8/29/2021,21:42:12,1.69,19509.2,6.86,0.48,24.66,8.11,22.82
8/29/2021,21:57:12,1.64,19527,6.55,0.47,25.83,8.03,22.791
8/29/2021,22:12:12,1.62,19687.6,6.17,0.42,25.08,7.92,22.776
8/29/2021,22:27:14,1.58,19757.4,5.92,0.43,21.67,7.85,22.754
9/26/2021,21:12:14,1.46,20894.3,7.08,0.42,31.93,8.27,18.635
9/26/2021,21:27:12,1.45,21012.1,7.04,0.43,28.44,8.24,18.57
9/26/2021,21:42:12,1.48,20977,7.04,0.42,28.62,8.25,18.5
9/26/2021,21:57:14,1.48,21022,7,0.42,23.89,8.2,18.427
9/26/2021,22:12:12,1.47,20996,6.98,0.41,28.43,8.2,18.359
9/26/2021,22:27:12,1.43,21026,6.99,0.41,23.64,8.18,18.294
9/26/2021,22:42:12,1.42,21120.9,6.96,0.41,28.37,8.16,18.219
9/26/2021,22:57:14,1.37,21115.6,6.93,0.39,20.17,8.14,18.168
9/26/2021,23:12:12,1.41,21160.1,6.91,0.41,24.59,8.14,18.101
9/26/2021,23:27:12,1.47,21174.4,6.87,0.41,20.25,8.11,18.049
9/26/2021,23:42:12,1.46,21146.1,6.87,0.38,19.49,8.12,17.995
9/26/2021,23:57:12,1.44,21112.4,6.83,0.4,24.6,8.08,17.922
9/27/2021,0:12:12,1.44,21151.6,6.83,0.42,24.57,8.09,17.877
9/27/2021,0:27:14,1.41,21217.8,6.86,0.38,22.32,8.08,17.831
9/27/2021,0:42:12,1.42,21235,6.8,0.42,27.46,8.06,17.779
9/27/2021,0:57:12,1.51,21310,6.76,0.4,21.02,8.03,17.737
9/27/2021,1:12:12,1.56,21302,6.72,0.42,20.93,8.03,17.701
9/27/2021,1:27:12,1.53,21311.4,6.73,0.39,19.07,8.02,17.682
8/29/2021,22:42:12,1.53,20084.5,5.75,0.43,20.97,7.82,22.718
8/29/2021,22:57:12,1.52,19974.4,5.65,0.39,18.39,7.77,22.672
8/29/2021,23:12:12,1.52,20032.2,5.6,0.41,17.42,7.75,22.631
8/29/2021,23:27:12,1.5,20205.6,5.57,0.36,15.97,7.73,22.579
8/29/2021,23:42:12,1.5,20264.8,5.53,0.37,14.16,7.71,22.521
8/29/2021,23:57:12,1.47,20330,5.47,0.36,13.08,7.69,22.479
8/30/2021,0:12:12,1.5,20361.5,5.41,0.36,11.9,7.68,22.426
8/30/2021,0:27:12,1.49,20410.7,5.39,0.37,11.49,7.67,22.367
8/30/2021,0:42:12,1.48,20422,5.37,0.33,10.52,7.65,22.293
9/27/2021,1:42:12,1.48,21192,7.18,0.42,28.65,8.16,17.253
9/27/2021,1:57:12,1.54,20860.1,7.55,0.57,38.44,8.29,17.044
9/27/2021,2:12:12,1.75,20461.8,8.55,0.91,122.88,8.58,16.552
9/27/2021,2:27:12,1.71,20084.6,8.85,1.13,191.01,8.72,16.391
8/30/2021,0:57:12,1.43,20522.4,5.32,0.37,9.95,7.64,22.225
8/30/2021,1:12:12,1.47,20569.8,5.29,0.35,9.06,7.63,22.167
8/30/2021,1:27:14,1.48,20601,5.28,0.38,8.79,7.62,22.103
8/30/2021,1:42:12,1.54,20648.5,5.25,0.35,8.68,7.62,22.012
8/30/2021,1:57:12,1.59,20680,5.24,0.37,7.97,7.62,21.944
8/30/2021,2:12:12,1.59,20702.4,5.24,0.37,8.69,7.62,21.876
8/30/2021,2:27:12,1.5,20730.2,5.26,0.36,8.91,7.61,21.803
8/30/2021,2:42:12,1.55,20754.7,5.28,0.34,9.42,7.62,21.707
8/30/2021,2:57:12,1.56,20789.5,5.21,0.36,8.68,7.6,21.634
8/30/2021,3:12:12,1.68,20809.7,5.15,0.37,8.19,7.59,21.584
8/30/2021,3:27:12,1.71,20805.7,5.18,0.39,7.64,7.59,21.505
8/30/2021,3:42:12,1.61,20422.8,5.86,0.4,16.53,7.73,20.864
8/30/2021,3:57:12,1.55,19933.8,6.87,0.48,31.95,7.97,19.944
8/30/2021,4:12:14,1.63,19135.8,7.62,0.55,45.51,8.22,19.338
9/27/2021,2:42:12,1.65,20082.5,8.87,1.06,201.94,8.73,16.204
9/27/2021,2:57:12,1.67,20149.8,8.83,1.07,152.63,8.71,16.436
9/27/2021,3:12:12,1.6,20183.1,8.76,1.07,160.69,8.73,16.588
9/27/2021,3:27:14,1.72,20192.9,8.75,1.04,148.63,8.73,16.441
9/27/2021,3:42:12,1.64,20172.9,8.72,1,141.67,8.72,16.56
9/27/2021,3:57:12,1.69,20185.3,8.74,1.17,166.46,8.71,16.604
9/27/2021,4:12:12,1.81,20190.3,8.71,1.28,218.4,8.73,16.697
9/27/2021,4:27:12,1.85,20170.9,8.67,1.3,208.46,8.71,16.856
9/27/2021,4:42:12,1.89,20172.5,8.67,1.19,185.47,8.71,16.831
9/27/2021,4:57:12,1.77,20185.1,8.67,1.16,196.07,8.71,16.86
9/27/2021,5:12:12,1.79,20152.8,8.66,1.17,197.76,8.72,16.894
9/27/2021,5:27:12,1.81,20058,8.62,1.15,178.02,8.71,17.014
9/27/2021,5:42:12,1.73,20073.5,8.61,1.04,197.01,8.71,17.034
9/27/2021,5:57:12,1.69,20092.3,8.63,0.92,141.01,8.73,16.971
9/27/2021,6:12:12,1.57,20092.7,8.59,0.85,114.92,8.72,17.092
9/27/2021,6:27:12,1.53,20121.4,8.57,0.73,99.18,8.71,16.984
9/27/2021,6:42:12,1.5,20129.6,8.58,0.66,82.83,8.71,16.96
9/27/2021,6:57:14,1.37,20134.8,8.58,0.61,59.51,8.71,16.961
9/27/2021,7:12:12,1.39,20134.1,8.59,0.61,61.2,8.72,16.98
8/30/2021,4:27:12,1.67,19339.1,7.5,0.52,28.11,8.18,19.395
9/27/2021,7:27:12,1.31,20131.7,8.6,0.58,56.15,8.72,16.987
9/27/2021,7:42:12,1.31,20133.2,8.59,0.57,56.62,8.72,17.039
8/30/2021,4:42:12,1.63,18903.1,7.98,0.58,50.36,8.34,18.87
8/30/2021,4:57:12,1.66,18555.6,8.22,0.73,94.48,8.39,18.738
8/30/2021,5:12:12,1.74,18297.1,8.41,0.8,100.66,8.48,18.368
8/30/2021,5:27:12,1.8,18279.3,8.39,0.8,104.5,8.46,18.535
8/30/2021,5:42:12,1.91,18394.9,8.37,0.65,71.94,8.44,18.697
8/30/2021,5:57:12,1.8,18446.9,8.39,0.64,64.23,8.44,18.472
8/30/2021,6:12:12,1.88,18556.8,8.38,0.65,60.87,8.43,18.615
8/30/2021,6:27:12,1.78,18573,8.45,0.63,53.74,8.44,18.371
8/30/2021,6:42:12,1.67,18684.5,8.4,0.57,53.5,8.44,18.553
8/30/2021,6:57:12,1.69,18782.7,8.41,0.58,50.93,8.43,18.551
8/30/2021,7:12:12,1.71,18984.8,8.41,0.6,62.91,8.42,18.586
8/30/2021,7:27:12,1.68,19087.3,8.41,0.57,46.95,8.42,18.617
8/30/2021,7:42:12,1.56,19044.2,8.43,0.53,47.62,8.42,18.571
9/27/2021,7:57:12,1.19,20123.8,8.58,0.55,52.1,8.73,17.056
9/27/2021,8:12:12,1.21,20147.7,8.56,0.52,46.37,8.71,17.063
8/30/2021,7:57:12,1.44,18976.8,8.45,0.51,36.64,8.42,18.482
8/30/2021,8:12:12,1.45,18830.2,8.54,0.51,35.02,8.43,18.208
8/30/2021,8:27:12,1.58,18822.7,8.62,0.53,36.31,8.45,18.109
8/30/2021,8:42:12,1.5,18954.4,8.65,0.51,36.48,8.45,18.137
8/30/2021,8:57:12,1.51,19195.6,8.6,0.52,42.92,8.44,18.34
8/30/2021,9:12:12,1.4,19304.7,8.59,0.52,45.06,8.43,18.462
8/30/2021,9:27:12,1.36,19293.2,8.56,0.49,34.27,8.44,18.51
8/30/2021,9:42:12,1.41,19215.6,8.6,0.5,24.32,8.44,18.569
8/30/2021,9:57:12,1.51,19067.6,8.65,0.46,23,8.44,18.601
8/30/2021,10:12:12,1.49,18932.3,8.65,0.47,22.72,8.44,18.686
8/30/2021,10:27:12,1.38,18905.8,8.65,0.45,22.13,8.45,18.895
8/30/2021,10:42:12,1.43,18905.6,8.61,0.45,18.84,8.45,19.147
8/30/2021,10:57:14,1.37,18920.5,8.65,0.47,18.3,8.44,19.48
8/30/2021,11:12:12,1.31,18862.6,8.63,0.41,18.4,8.45,19.574
8/30/2021,11:27:12,1.34,18813.1,8.58,0.43,16.13,8.43,19.623
8/30/2021,11:42:12,1.42,18763.4,8.56,0.44,16.3,8.43,19.7
8/30/2021,11:57:14,1.43,18716.7,8.55,0.42,15.03,8.43,19.753
9/27/2021,8:27:12,1.21,20192.7,8.57,0.51,45.45,8.7,17.038
9/27/2021,8:42:12,1.28,20196.2,8.56,0.5,41.7,8.69,17.021
9/27/2021,8:57:12,1.25,20222.1,8.59,0.49,38.68,8.69,17.043
9/27/2021,9:12:12,1.25,20253.9,8.6,0.48,36.12,8.71,17.11
9/27/2021,9:27:12,1.26,20250.9,8.63,0.46,36.44,8.71,17.152
9/27/2021,9:42:12,1.19,20263,8.64,0.47,34.51,8.7,17.222
9/27/2021,9:57:12,1.15,20267,8.58,0.45,31.78,8.69,17.23
9/27/2021,10:12:12,1.11,20290.8,8.59,0.45,30.82,8.68,17.32
9/27/2021,10:27:12,1.09,20271.9,8.61,0.43,30.52,8.68,17.374
9/27/2021,10:42:12,1.1,20274.8,8.58,0.44,28.26,8.67,17.366
9/27/2021,10:57:12,1.15,20272.2,8.58,0.44,28.26,8.67,17.426
9/27/2021,11:12:14,1.1,20282.8,8.56,0.43,28.66,8.66,17.454
9/27/2021,11:27:12,1.12,20305.1,8.57,0.41,26.37,8.65,17.584
9/27/2021,11:42:12,1.27,20256.7,8.55,0.45,30.86,8.66,17.867
9/27/2021,11:57:12,1.43,20032.2,8.51,0.54,49.91,8.62,18.967
9/27/2021,12:12:12,1.63,19951.3,8.42,0.59,71.79,8.72,19.731
9/27/2021,12:27:12,1.64,19653.6,8.37,0.58,72.2,8.73,20.55
9/27/2021,12:42:12,1.69,19575.1,8.35,0.62,70.2,8.74,20.887
9/27/2021,12:57:12,1.74,19350,8.38,0.65,69.44,8.77,20.881
9/27/2021,13:12:12,1.82,19195.8,8.44,0.75,92.87,8.82,20.408
8/30/2021,12:12:12,1.44,18704.4,8.59,0.41,14.71,8.42,19.977
8/30/2021,12:27:12,1.35,18700.7,8.59,0.4,13.88,8.42,20.204
8/30/2021,12:42:12,1.31,18698.1,8.53,0.39,12.65,8.43,20.247
9/27/2021,13:27:14,1.92,19152.7,8.49,0.74,112.54,8.8,20.481
9/27/2021,13:42:12,1.64,19160.8,8.48,0.71,70.3,8.78,20.644
9/27/2021,13:57:12,1.79,19136.7,8.48,0.75,84.42,8.8,20.681
8/30/2021,12:57:12,1.21,18690.9,8.53,0.36,13.06,8.4,20.369
8/30/2021,13:12:12,1.34,18698.5,8.59,0.38,12.27,8.42,20.547
8/30/2021,13:27:12,1.45,18694.3,8.52,0.39,12.57,8.4,20.505
8/30/2021,13:42:14,1.38,18688.2,8.55,0.38,11.64,8.39,20.596
8/30/2021,13:57:12,1.57,18693.1,8.58,0.41,11.44,8.41,20.783
8/30/2021,14:12:12,1.46,19003.3,8.45,0.38,17.1,8.4,20.995
8/30/2021,14:27:12,2.27,20561,8.23,0.57,41.35,8.44,23.025
8/30/2021,14:42:12,1.96,20847.6,8.17,0.53,41.5,8.44,23.148
8/30/2021,14:57:12,1.97,21094.1,8.17,0.6,52.07,8.44,23.156
8/30/2021,15:12:12,2.42,20925.2,8.17,0.58,39.86,8.45,23.676
8/30/2021,15:27:14,2.13,20972.7,8.18,0.6,45,8.47,23.564
8/30/2021,15:42:14,2.11,20951.8,8.19,0.58,43.39,8.45,23.54
9/27/2021,14:12:12,1.81,19053.1,8.48,0.83,117.33,8.79,20.595
9/27/2021,14:27:12,1.72,19140.9,8.48,0.81,129.56,8.78,20.49
9/27/2021,14:42:12,1.73,19083.8,8.49,0.81,123.56,8.79,20.466
9/27/2021,14:57:12,1.87,19176.5,8.48,0.82,114.48,8.79,20.523
9/27/2021,15:12:12,1.67,19478.2,8.47,0.8,105.99,8.78,20.474
9/27/2021,15:27:12,1.61,19642.7,8.49,0.76,134.87,8.78,20.417
9/27/2021,15:42:12,1.64,19955.8,8.5,0.74,115.9,8.77,20.33
9/27/2021,15:57:12,1.58,20038.4,8.5,0.75,91.6,8.77,20.251
9/27/2021,16:12:12,1.59,20034.7,8.46,0.86,119.31,8.76,20.239
9/27/2021,16:27:12,1.58,20186.1,8.47,0.83,118.93,8.76,20.102
9/27/2021,16:42:12,1.57,20244.7,8.46,0.8,117.69,8.75,19.999
9/27/2021,16:57:14,1.52,20241.4,8.44,0.79,138.64,8.74,19.96
9/27/2021,17:12:12,1.62,20201.3,8.42,0.77,98.13,8.74,19.921
9/27/2021,17:27:12,1.72,20151.7,8.41,0.77,99.8,8.74,19.904
9/27/2021,17:42:12,1.69,20148.9,8.39,0.73,91.62,8.72,19.85
9/27/2021,17:57:12,1.61,20076,8.35,0.67,81.8,8.72,19.844
9/27/2021,18:12:12,1.54,20104.3,8.35,0.61,67.63,8.72,19.852
9/27/2021,18:27:12,1.57,20163.8,8.35,0.54,57.03,8.72,19.827
9/27/2021,18:42:12,1.48,20186.1,8.33,0.48,42.74,8.72,19.795
9/27/2021,18:57:12,1.52,20231,8.26,0.45,38.13,8.71,19.788
9/27/2021,19:12:12,1.48,20249.4,8.22,0.45,37.12,8.71,19.8
9/27/2021,19:27:14,1.47,20197.9,8.16,0.48,41.42,8.7,19.804
9/27/2021,19:42:12,1.43,20125.4,8.02,0.51,42.37,8.67,19.822
9/27/2021,19:57:12,1.45,20033.6,7.92,0.5,45.24,8.66,19.865
9/27/2021,20:12:12,1.4,19930.7,7.82,0.47,53.38,8.63,19.886
9/27/2021,20:27:12,1.39,19819.7,7.66,0.51,44.18,8.57,19.891
9/27/2021,20:42:12,1.36,19735.5,7.51,0.48,41.24,8.52,19.867
9/27/2021,20:57:12,1.39,19747.1,7.27,0.44,36.85,8.45,19.781
9/27/2021,21:12:12,1.36,19843.2,7.09,0.47,37.92,8.37,19.657
9/27/2021,21:27:12,1.34,19974.1,6.94,0.43,32.3,8.33,19.526
9/27/2021,21:42:12,1.31,20082.4,6.85,0.45,29.37,8.27,19.406
9/27/2021,21:57:12,1.31,20170.1,6.78,0.41,26.27,8.24,19.318
9/27/2021,22:12:14,1.31,20264.4,6.66,0.38,24.97,8.2,19.246
9/27/2021,22:27:12,1.27,20336.6,6.61,0.36,22.24,8.18,19.18
9/27/2021,22:42:12,1.27,20424.7,6.55,0.36,19.66,8.16,19.117
8/30/2021,15:57:12,2.39,20954.3,8.18,0.63,37.76,8.44,23.55
8/30/2021,16:12:12,2.15,20888.1,8.25,0.58,56.45,8.45,23.168
8/30/2021,16:27:12,2.08,20815.2,8.22,0.59,49.37,8.44,23.146
8/30/2021,16:42:12,2.09,20770.3,8.26,0.57,43.93,8.45,22.8
8/30/2021,16:57:12,2.11,20685,8.21,0.57,35.96,8.43,23.134
8/30/2021,17:12:14,1.89,20184,8.46,0.5,27.04,8.44,22.157
8/30/2021,17:27:12,1.72,19913.4,8.48,0.48,22.42,8.43,22.056
9/27/2021,22:57:12,1.26,20460.1,6.51,0.34,18.89,8.14,19.075
9/27/2021,23:12:12,1.3,20487.4,6.46,0.34,14.73,8.13,19.025
9/27/2021,23:27:12,1.39,20524.7,6.34,0.4,20.28,8.12,18.966
9/27/2021,23:42:12,1.3,20535.1,6.45,0.38,21.77,8.13,18.892
9/27/2021,23:57:12,1.32,20563,6.48,0.38,18.22,8.11,18.823
9/28/2021,0:12:12,1.29,20617.2,6.46,0.37,25.24,8.1,18.74
9/28/2021,0:27:14,1.42,20664.9,6.44,0.38,20.71,8.1,18.669
9/28/2021,0:42:14,1.32,20713.5,6.37,0.37,20.17,8.06,18.593
8/30/2021,17:42:12,1.62,19701.8,8.46,0.44,23.59,8.41,21.972
8/30/2021,17:57:12,1.57,19401.9,8.47,0.42,18.03,8.41,21.85
8/30/2021,18:12:12,1.53,19270.3,8.43,0.4,18.75,8.39,21.803
8/30/2021,18:27:12,1.52,19044.5,8.42,0.37,16.64,8.39,21.716
8/30/2021,18:42:12,1.44,18870.7,8.41,0.35,15.37,8.38,21.64
8/30/2021,18:57:12,1.63,18931.4,8.38,0.37,17.72,8.38,21.665
8/30/2021,19:12:12,1.78,19016.9,8.36,0.42,19.12,8.38,21.681
8/30/2021,19:27:12,1.73,19003.9,8.34,0.43,23.29,8.37,21.665
8/30/2021,19:42:12,2.18,18922.2,8.3,0.41,23.64,8.36,21.58
9/28/2021,0:57:12,1.31,20751.8,6.35,0.36,17.99,8.03,18.528
9/28/2021,1:12:12,1.18,20789.5,6.31,0.35,19.33,8.02,18.472
9/28/2021,1:27:12,1.34,20830.6,6.25,0.35,16.52,8,18.394
9/28/2021,1:42:12,1.46,20882.8,6.2,0.38,17.06,7.98,18.338
9/28/2021,1:57:12,1.58,20882.2,6.18,0.48,23.67,7.97,18.271
9/28/2021,2:12:12,1.54,20879.2,6.09,0.47,22.84,7.97,18.208
9/28/2021,2:27:12,1.5,20784.8,6.45,0.42,23.72,8.04,17.899
9/28/2021,2:42:12,1.41,20664.6,6.93,0.42,22.52,8.18,17.243
9/28/2021,2:57:12,1.47,20628.7,7,0.41,22.13,8.17,17.099
9/28/2021,3:12:14,1.19,20213.1,8.13,0.45,30.82,8.49,15.904
9/28/2021,3:27:12,1.54,19958,8.55,0.61,49.68,8.64,15.669
9/28/2021,3:42:12,1.43,19664,8.76,0.77,101.69,8.76,15.926
9/28/2021,3:57:12,1.62,19268.4,8.56,0.78,106.83,8.74,16.824
9/28/2021,4:12:12,1.63,19187,8.51,0.75,98.24,8.75,17.211
9/28/2021,4:27:12,1.6,19238.4,8.45,0.68,92.78,8.75,17.346
9/28/2021,4:42:12,1.8,19232,8.44,0.67,79.31,8.78,17.312
9/28/2021,4:57:12,1.58,19218.1,8.44,0.62,60.84,8.77,17.22
9/28/2021,5:12:12,1.59,19105.1,8.39,0.59,54.12,8.76,17.654
9/28/2021,5:27:12,1.58,19047.7,8.39,0.55,47.32,8.77,17.746
9/28/2021,5:42:12,1.39,19058.6,8.38,0.54,44.65,8.76,17.68
9/28/2021,5:57:12,1.46,19050.9,8.18,0.51,38.79,8.73,17.549
9/28/2021,6:12:12,1.52,19076.4,8.21,0.52,37.7,8.73,17.305
9/28/2021,6:27:14,1.44,19023.1,8.22,0.52,37.53,8.72,17.258
9/28/2021,6:42:12,1.46,19012.5,8.34,0.48,35.8,8.72,17.343
9/28/2021,6:57:12,1.39,19029.2,8.37,0.45,29.6,8.72,17.497
9/28/2021,7:12:12,1.32,19030,8.3,0.49,32.52,8.77,17.33
9/28/2021,7:27:12,1.35,19179,8.36,0.49,35.93,8.73,16.782
9/28/2021,7:42:12,1.4,19190.4,8.35,0.47,34.02,8.73,16.836
9/28/2021,7:57:12,1.28,19163.7,8.35,0.44,29.61,8.73,16.869
9/28/2021,8:12:12,1.34,19174.1,8.35,0.46,29.71,8.72,16.798
9/28/2021,8:27:12,1.64,19138.4,8.24,0.45,31.79,8.72,16.688
9/28/2021,8:42:12,1.43,19160.1,8.29,0.48,29.51,8.72,16.735
9/28/2021,8:57:12,1.13,19205,8.31,0.42,26.67,8.72,16.91
9/28/2021,9:12:14,1.24,19194.6,8.28,0.42,23.94,8.72,17.1
9/28/2021,9:27:12,1.16,19175.4,8.25,0.4,24.63,8.72,17.102
9/28/2021,9:42:12,1.14,19290.2,8.29,0.4,22.32,8.7,17.248
9/28/2021,9:57:12,1.09,19133.4,8.42,0.39,17.17,8.72,17.413
9/28/2021,10:12:14,1.22,19108.2,8.47,0.39,17.01,8.73,17.611
9/28/2021,10:27:12,1.11,19121.7,8.55,0.39,15.48,8.74,17.74
9/28/2021,10:42:12,1.3,19177.2,8.36,0.39,17.17,8.73,17.691
9/28/2021,10:57:12,1.15,19299.2,8.05,0.37,19.91,8.67,17.59
9/28/2021,11:12:12,1.25,19346,7.96,0.4,18.98,8.66,17.598
9/28/2021,11:27:12,1.1,19319.6,8.38,0.35,15.59,8.7,18.061
9/28/2021,11:42:12,1.2,19517,8.27,0.39,17.71,8.65,17.661
9/28/2021,11:57:12,1.28,19625.3,8.12,0.39,16.47,8.59,17.526
9/28/2021,12:12:12,1.37,19671.4,8.07,0.41,18.58,8.57,17.549
9/28/2021,12:27:12,1.23,19525.9,8.31,0.36,14.62,8.64,18.075
9/28/2021,12:42:12,1.33,19693.6,8.04,0.37,16.6,8.61,18.009
9/28/2021,12:57:12,1.5,19718.6,8.01,0.42,17.11,8.63,18.082
9/28/2021,13:12:12,1.26,19496.3,8.46,0.38,15.78,8.67,18.651
9/28/2021,13:27:12,1.29,19437.2,8.51,0.38,17.31,8.73,19.573
